content_id,city,district,place_name,category,address,description,image_url,map_x,map_y,tags,mood,walking_level,budget_level,crowd_level,visit_count,avg_satisfaction,avg_recommendation,avg_revisit,avg_residence_time,avg_payment
POI01000TR026131V,전북특별자치도,전주시,전주한옥마을,상업지구,전북 전주시 완산구 풍남동3가 64-1,"AI Hub 여행로그 경량 데이터에서 18회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.6.",,127.1525571,35.8148243,쇼핑|시장|맛집|만족도높음|추천의향높음,활기|캐주얼,보통,보통,높음,18,4.555555555555555,4.555555555555555,4.333333333333333,63.333333333333336,27862.388294454082
POI01000TR022278V,제주특별자치도,제주시,이호 테우해수욕장,자연관광지,제주특별자치도 제주시 이호일동 1665-13,"AI Hub 여행로그 경량 데이터에서 18회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.2.",,126.4526908,33.4973768,자연|사진|힐링,힐링|여유,보통,보통,높음,18,4.388888888888889,4.166666666666667,4.166666666666667,46.666666666666664,24998.68328122495
POI01000TR021364V,강원특별자치도,강릉시,강릉 중앙시장,상업지구,강원 강릉시 금성로 21,"AI Hub 여행로그 경량 데이터에서 18회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.1, 추천 의향 3.8.",,128.8986238,37.7540251,쇼핑|시장|맛집,활기|캐주얼,낮음,보통,높음,18,4.111111111111111,3.8333333333333335,3.8333333333333335,43.333333333333336,24902.76302076741
POI01000TR024661V,강원특별자치도,강릉시,강문해변,자연관광지,강원 강릉시 강문동 182-1,"AI Hub 여행로그 경량 데이터에서 17회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,128.9191753,37.7948207,자연|사진|힐링,힐링|여유,보통,보통,높음,17,4.411764705882353,4.411764705882353,4.411764705882353,47.64705882352941,23832.39650251482
POI01000TR017253V,강원특별자치도,속초시,속초해수욕장,자연관광지,강원 속초시 해오름로 186,"AI Hub 여행로그 경량 데이터에서 17회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,128.6040985,38.1900529,자연|사진|힐링,힐링|여유,보통,보통,높음,17,4.352941176470588,4.411764705882353,4.294117647058823,54.705882352941174,27071.89354295158
POI01000TR032143V,경상북도,경주시,대릉원,역사문화,경북 경주시 계림로 9,"AI Hub 여행로그 경량 데이터에서 16회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.4.",,129.2123347,35.83815,역사문화|전통|사진|만족도높음,전통|차분함,낮음,보통,높음,16,4.5625,4.4375,4.375,41.25,25477.06451949914
POI01000TR018738V,대전광역시,서구,한밭수목원,자연관광지,대전 서구 둔산대로 169,"AI Hub 여행로그 경량 데이터에서 15회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.7.",,127.3880833,36.3691493,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,15,4.8,4.733333333333333,4.666666666666667,58.0,33893.02392783887
POI01000TR008098V,부산광역시,해운대구,해운대해수욕장,자연관광지,부산 해운대구 우동,"AI Hub 여행로그 경량 데이터에서 14회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.9, 추천 의향 4.9.",,129.1598547,35.1585232,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,14,4.928571428571429,4.928571428571429,4.928571428571429,49.285714285714285,25381.374292374294
POI01000TR023522V,제주특별자치도,제주시,판포 포구,자연관광지,제주특별자치도 제주시 한경면 판포리,"AI Hub 여행로그 경량 데이터에서 14회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.6.",,126.2000233,33.3650216,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,14,4.571428571428571,4.571428571428571,4.285714285714286,94.28571428571429,27423.65722581512
POI01000TR005661V,강원특별자치도,속초시,속초관광수산시장,상업지구,강원 속초시 중앙로147번길 16,"AI Hub 여행로그 경량 데이터에서 14회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,128.5901795,38.2045436,쇼핑|시장|맛집,활기|캐주얼,보통,보통,높음,14,4.428571428571429,4.428571428571429,4.357142857142857,66.42857142857143,26498.799345495772
POI01000TR027714V,경기도,수원시,화성행궁,역사문화,경기 수원시 팔달구 정조로 825,"AI Hub 여행로그 경량 데이터에서 14회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.1, 추천 의향 4.1.",,127.0140412,37.281914500000006,역사문화|전통|사진,전통|차분함,보통,높음,높음,14,4.071428571428571,4.071428571428571,3.642857142857143,57.857142857142854,35285.084482763355
POI01000TR036892V,제주특별자치도,제주시,세화해변,자연관광지,제주특별자치도 제주시 구좌읍 해녀박물관길 27,"AI Hub 여행로그 경량 데이터에서 13회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.8.",,126.8602562,33.5251437,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,13,4.769230769230769,4.769230769230769,4.769230769230769,43.84615384615385,31526.4183615127
POI01000TR025979V,전라남도,순천시,순천만 국가정원,축제행사,전남 순천시 국가정원1호길 47,"AI Hub 여행로그 경량 데이터에서 13회 방문된 축제행사 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.5.",,127.49890159999998,34.9292183,축제|활기|체험|추천의향높음,활기|특별함,높음,보통,높음,13,4.461538461538462,4.538461538461538,4.3076923076923075,156.92307692307693,28714.034665997133
POI01000TR028373V,제주특별자치도,서귀포시,섭지코지,자연관광지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,"AI Hub 여행로그 경량 데이터에서 13회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.2.",,126.9306092,33.4239381,자연|사진|힐링,힐링|여유,보통,보통,높음,13,4.461538461538462,4.153846153846154,4.076923076923077,50.76923076923077,22157.68592436975
POI01000000CXMPBR,제주특별자치도,서귀포시,오설록 티 뮤지엄,문화시설,제주특별자치도 서귀포시 안덕면 신화역사로 15,"AI Hub 여행로그 경량 데이터에서 13회 방문된 문화시설 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,126.2894893,33.3059133,문화|실내|전시,실내|차분함,낮음,보통,높음,13,4.384615384615385,4.384615384615385,4.153846153846154,66.92307692307692,32623.887908874753
POI01000TR031429V,제주특별자치도,제주시,아베베 베이커리,식당카페,제주특별자치도 제주시 동문로6길 4,"AI Hub 여행로그 경량 데이터에서 12회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.8.",,126.5287906,33.5126551,맛집|카페|만족도높음|추천의향높음,캐주얼|감성,낮음,보통,높음,12,4.833333333333333,4.833333333333333,4.833333333333333,32.5,25032.32165093149
POI01000TR015078V,제주특별자치도,제주시,곽지해수욕장,자연관광지,제주특별자치도 제주시 애월읍 곽지리 1565,"AI Hub 여행로그 경량 데이터에서 12회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.2.",,126.3046776,33.4506404,자연|사진|힐링,힐링|여유,보통,보통,높음,12,4.416666666666667,4.25,4.333333333333333,72.5,21724.71103896104
POI01000000631PNI,제주특별자치도,서귀포시,정방폭포,자연관광지,제주특별자치도 서귀포시 서귀동,"AI Hub 여행로그 경량 데이터에서 12회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.2, 추천 의향 3.9.",,126.5715263,33.2449089,자연|사진|힐링,힐링|여유,보통,보통,높음,12,4.25,3.9166666666666665,3.75,42.5,19384.121843434343
POI01000TR019744V,전북특별자치도,군산시,이성당 본점,식당카페,전북 군산시 중앙로 177,"AI Hub 여행로그 경량 데이터에서 12회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.2, 추천 의향 4.2.",,126.7112634,35.9872006,맛집|카페,캐주얼|감성,낮음,보통,높음,12,4.166666666666667,4.25,4.333333333333333,37.5,34126.095223063974
POI01000TR015893V,제주특별자치도,서귀포시,중문색달해수욕장,자연관광지,제주특별자치도 서귀포시 색달동 3039,"AI Hub 여행로그 경량 데이터에서 12회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 3.8, 추천 의향 3.8.",,126.4114987,33.2450382,자연|사진|힐링,힐링|여유,보통,보통,높음,12,3.8333333333333335,3.75,3.75,70.0,32131.616161616166
POI01000TR041669V,서울특별시,성동구,서울숲,자연관광지,서울 성동구 성수동1가 678-1,"AI Hub 여행로그 경량 데이터에서 11회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.8.",,127.0376178,37.5443222,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,11,4.818181818181818,4.818181818181818,4.454545454545454,65.45454545454545,28188.228709236435
POI01000TR014319V,전라남도,여수시,오동도,자연관광지,전남 여수시 수정동,"AI Hub 여행로그 경량 데이터에서 11회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.6.",,127.7662877,34.7445974,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,11,4.636363636363637,4.636363636363637,4.545454545454546,73.63636363636364,29129.50857364857
POI01000TR010413V,제주특별자치도,제주시,김녕해수욕장,자연관광지,제주특별자치도 제주시 구좌읍 해맞이해안로 7-6,"AI Hub 여행로그 경량 데이터에서 11회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.5.",,126.759314,33.5574389,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,11,4.545454545454546,4.545454545454546,4.454545454545454,73.63636363636364,22126.243756243755
POI01000TR030821V,제주특별자치도,제주시,제주동문재래시장,상업지구,제주특별자치도 제주시 관덕로14길 20,"AI Hub 여행로그 경량 데이터에서 11회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.4.",,126.5260174,33.5115851,쇼핑|시장|맛집|만족도높음,활기|캐주얼,보통,보통,높음,11,4.545454545454546,4.363636363636363,4.2727272727272725,54.54545454545455,27271.032967229905
POI01000000E97864,충청남도,예산군,예산 상설시장,상업지구,충남 예산군 예산읍 형제고개로 967,"AI Hub 여행로그 경량 데이터에서 11회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.4.",,126.849602,36.6769757,쇼핑|시장|맛집,활기|캐주얼,보통,보통,높음,11,4.454545454545454,4.363636363636363,4.363636363636363,62.72727272727273,25266.536747925395
POI01000TR007367V,제주특별자치도,제주시,도두동 무지개 해안도로,산책로,제주특별자치도 제주시 도두일동 1734,"AI Hub 여행로그 경량 데이터에서 11회 방문된 산책로 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,126.47133839999998,33.509118,산책|자연|조용함,여유|조용함,보통,보통,높음,11,4.363636363636363,4.363636363636363,3.909090909090909,32.72727272727273,28311.849665486032
POI01000TR043030V,충청남도,보령시,대천해수욕장,자연관광지,충남 보령시 머드로 123,"AI Hub 여행로그 경량 데이터에서 11회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.2, 추천 의향 4.1.",,126.51348159999999,36.3102317,자연|사진|힐링,힐링|여유,보통,보통,높음,11,4.181818181818182,4.090909090909091,4.2727272727272725,76.36363636363636,27112.61436649475
POI01000TR010924V,대전광역시,중구,성심당 케이크 부티크,상점,대전 중구 대종로 480,"AI Hub 여행로그 경량 데이터에서 10회 방문된 상점 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.6.",,127.4268031,36.327511,쇼핑|로컬|만족도높음|추천의향높음,캐주얼|로컬,낮음,보통,높음,10,4.5,4.6,4.7,21.0,22270.015993265995
POI01000TR023132V,대전광역시,유성구,대전 신세계 아트앤사이언스,상업지구,대전 유성구 엑스포로 1,"AI Hub 여행로그 경량 데이터에서 10회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.3.",,127.38137709999998,36.3752421,쇼핑|시장|맛집,활기|캐주얼,보통,보통,높음,10,4.4,4.3,4.4,102.0,29662.460665944487
POI01000TR008354V,제주특별자치도,제주시,제주동문재래 야시장,상업지구,제주특별자치도 제주시 관덕로14길 20,"AI Hub 여행로그 경량 데이터에서 10회 방문된 상업지구 유형의 여행지입니다. 평균 만족도 4.0, 추천 의향 4.1.",,126.5260174,33.5115887,쇼핑|시장|맛집,활기|캐주얼,보통,보통,높음,10,4.0,4.1,4.1,54.0,22292.105718842562
POI01000TR036273V,제주특별자치도,서귀포시,아쿠아 플라넷 제주,문화시설,제주특별자치도 서귀포시 성산읍 섭지코지로 95,"AI Hub 여행로그 경량 데이터에서 9회 방문된 문화시설 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.9.",,126.9278459,33.433068,문화|실내|전시|만족도높음|추천의향높음,실내|차분함,낮음,높음,높음,9,4.777777777777778,4.888888888888889,4.777777777777778,156.66666666666666,40420.61758611759
POI01000TR028179V,제주특별자치도,제주시,금능해수욕장,자연관광지,제주특별자치도 제주시 한림읍 금능길 119-10,"AI Hub 여행로그 경량 데이터에서 9회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.7.",,126.2358899,33.3904488,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,9,4.777777777777778,4.666666666666667,4.666666666666667,90.0,27838.861617183986
POI01000TR005828V,경기도,용인시,에버랜드,테마시설,경기 용인시 처인구 포곡읍 에버랜드로 199,"AI Hub 여행로그 경량 데이터에서 9회 방문된 테마시설 유형의 여행지입니다. 평균 만족도 4.7, 추천 의향 4.8.",,127.20219830000002,37.2931011,활동|체험|사진|만족도높음|추천의향높음,활기|재미,높음,보통,높음,9,4.666666666666667,4.777777777777778,4.555555555555555,493.3333333333333,23986.70022446689
POI01000TR011865V,제주특별자치도,서귀포시,오는정김밥,식당카페,제주특별자치도 서귀포시 동문동로 2,"AI Hub 여행로그 경량 데이터에서 9회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.7, 추천 의향 4.8.",,126.5676211,33.2495956,맛집|카페|만족도높음|추천의향높음,캐주얼|감성,낮음,보통,높음,9,4.666666666666667,4.777777777777778,4.777777777777778,20.0,27898.772364672364
POI01000TR019222V,경상북도,경주시,동궁과 월지,역사문화,경북 경주시 원화로 102,"AI Hub 여행로그 경량 데이터에서 9회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.7, 추천 의향 4.4.",,129.2269755,35.8347763,역사문화|전통|사진|만족도높음,전통|차분함,보통,보통,높음,9,4.666666666666667,4.444444444444445,4.444444444444445,50.0,24941.08018207283
POI010000009GI2HM,경상북도,경주시,국립경주박물관,역사문화,경북 경주시 일정로 186,"AI Hub 여행로그 경량 데이터에서 9회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.7, 추천 의향 4.3.",,129.2279503,35.8292339,역사문화|전통|사진|만족도높음,전통|차분함,보통,보통,높음,9,4.666666666666667,4.333333333333333,4.222222222222222,90.0,32991.807081807085
POI01000TR031021V,전라남도,담양군,죽녹원,자연관광지,전남 담양군 담양읍 향교리 산 44,"AI Hub 여행로그 경량 데이터에서 9회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.3.",,126.98593090000001,35.3278371,자연|사진|힐링,힐링|여유,보통,보통,높음,9,4.444444444444445,4.333333333333333,4.111111111111111,80.0,28784.311898071297
POI01000TR033140V,제주특별자치도,서귀포시,천지연폭포,자연관광지,제주특별자치도 서귀포시 서홍동 2565,"AI Hub 여행로그 경량 데이터에서 9회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.3, 추천 의향 4.3.",,126.55452229999999,33.2472123,자연|사진|힐링,힐링|여유,보통,보통,높음,9,4.333333333333333,4.333333333333333,4.111111111111111,50.0,23280.42328042328
POI01000TR032397V,제주특별자치도,제주시,용두암,자연관광지,제주특별자치도 제주시 용두암길 15,"AI Hub 여행로그 경량 데이터에서 9회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.3, 추천 의향 4.1.",,126.51195709999999,33.5161106,자연|사진|힐링,힐링|여유,보통,보통,높음,9,4.333333333333333,4.111111111111111,3.888888888888889,36.666666666666664,25206.69567437111
POI01000TR040630V,제주특별자치도,제주시,우도,자연관광지,제주특별자치도 제주시 우도면 연평리,"AI Hub 여행로그 경량 데이터에서 9회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.2, 추천 의향 4.7.",,126.9555823,33.50442,자연|사진|힐링|추천의향높음,힐링|여유,높음,보통,높음,9,4.222222222222222,4.666666666666667,4.555555555555555,243.33333333333334,23951.54680324549
POI01000TR028821V,충청북도,충주시,활옷 동굴,체험관광지,충북 충주시 목벌안길 26,"AI Hub 여행로그 경량 데이터에서 9회 방문된 체험관광지 유형의 여행지입니다. 평균 만족도 4.2, 추천 의향 4.2.",,128.0070321,36.9615608,체험|활동|문화,활기|특별함,보통,보통,높음,9,4.222222222222222,4.222222222222222,3.7777777777777777,110.0,28668.013892164523
POI01000TR003010V,충청남도,보령시,상화원,역사문화,충남 보령시 남포면 남포방조제로 408-52,"AI Hub 여행로그 경량 데이터에서 9회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.1, 추천 의향 4.4.",,126.53855489999998,36.2772758,역사문화|전통|사진,전통|차분함,보통,보통,높음,9,4.111111111111111,4.444444444444445,4.333333333333333,86.66666666666667,24901.853309943504
POI01000TR101232V,인천광역시,옹진군,서포리 해변,자연관광지,인천 옹진군 덕적면 서포리,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 5.0, 추천 의향 5.0.",,126.1138188,37.2214197,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,높음,보통,높음,8,5.0,5.0,5.0,138.75,30708.516483516483
POI01000TR000952V,경상북도,경주시,불국사,역사문화,경북 경주시 불국로 385,"AI Hub 여행로그 경량 데이터에서 8회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.9, 추천 의향 4.6.",,129.3318426,35.7899147,역사문화|전통|사진|만족도높음|추천의향높음,전통|차분함,보통,보통,높음,8,4.875,4.625,4.5,60.0,25167.59872385679
POI01000TR008158V,제주특별자치도,제주시,오드란 베이커리,식당카페,제주특별자치도 제주시 조천읍 조함해안로 552-3,"AI Hub 여행로그 경량 데이터에서 8회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.9, 추천 의향 4.5.",,126.671581,33.5421338,맛집|카페|만족도높음|추천의향높음,캐주얼|감성,낮음,보통,높음,8,4.875,4.5,4.25,30.0,19935.42574786325
POI01000TR042380V,강원특별자치도,강릉시,안목 해변,자연관광지,강원 강릉시 창해로14번길 51-26,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.8, 추천 의향 4.6.",,128.9482754,37.7722618,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,8,4.75,4.625,4.625,41.25,19478.448976663585
POI01000TR022526V,충청남도,부여군,궁남지,자연관광지,충남 부여군 부여읍 궁남로 52,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.8.",,126.9123128,36.2696303,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,8,4.625,4.75,4.5,60.0,29557.56249851265
POI0100000068QECQ,전라남도,여수시,향일암,역사문화,전남 여수시 돌산읍 향일암로 1,"AI Hub 여행로그 경량 데이터에서 8회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.6.",,127.8038216,34.5915823,역사문화|전통|사진|만족도높음|추천의향높음,전통|차분함,보통,보통,높음,8,4.625,4.625,4.375,75.0,24401.05006105006
POI01000TR017051V,제주특별자치도,제주시,비자림,자연관광지,제주특별자치도 제주시 구좌읍 비자숲길 55,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.5.",,126.8099875,33.4904084,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,8,4.625,4.5,4.25,75.0,23402.389316552624
POI01000TR026223V,제주특별자치도,제주시,만장굴,자연관광지,제주특별자치도 제주시 구좌읍 만장굴길 182,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.2.",,126.7693513,33.5279325,자연|사진|힐링|만족도높음,힐링|여유,보통,보통,높음,8,4.625,4.25,3.75,71.25,22994.470832328592
POI02001TR024718V,제주특별자치도,제주시,자매 국수,식당카페,제주특별자치도 제주시 항골남길 46,"AI Hub 여행로그 경량 데이터에서 8회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.6, 추천 의향 4.2.",,126.4591443,33.4985772,맛집|카페|만족도높음,캐주얼|감성,낮음,보통,높음,8,4.625,4.25,4.25,52.5,33511.77489177489
POI01000TR025275V,제주특별자치도,제주시,월정리 해수욕장,자연관광지,제주특별자치도 제주시 구좌읍 월정리 33-3,"AI Hub 여행로그 경량 데이터에서 8회 방문된 자연관광지 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.5.",,126.7958051,33.5564694,자연|사진|힐링|만족도높음|추천의향높음,힐링|여유,보통,보통,높음,8,4.5,4.5,4.5,56.25,29347.14880952381
POI01000TR038231V,제주특별자치도,제주시,아르떼 뮤지엄 제주,문화시설,제주특별자치도 제주시 애월읍 어림비로 478,"AI Hub 여행로그 경량 데이터에서 8회 방문된 문화시설 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.5.",,126.3450106,33.3967005,문화|실내|전시|만족도높음|추천의향높음,실내|차분함,낮음,보통,높음,8,4.5,4.5,4.375,90.0,34345.603505291
POI01000000BHJ99P,대전광역시,서구,이응노미술관,문화시설,대전 서구 둔산대로 157,"AI Hub 여행로그 경량 데이터에서 8회 방문된 문화시설 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.2.",,127.3870448375,36.366855375,문화|실내|전시|만족도높음,실내|차분함,낮음,보통,높음,8,4.5,4.25,3.75,60.0,22948.740405701756
POI01000TR010855V,강원특별자치도,강릉시,오죽헌,역사문화,강원 강릉시 율곡로3139번길 24,"AI Hub 여행로그 경량 데이터에서 8회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.1.",,128.8773135,37.7795001,역사문화|전통|사진|만족도높음,전통|차분함,보통,보통,높음,8,4.5,4.125,3.625,56.25,21083.032209019053
POI01000TR037867V,제주특별자치도,제주시,우진해장국,식당카페,제주특별자치도 제주시 서사로 11,"AI Hub 여행로그 경량 데이터에서 8회 방문된 식당카페 유형의 여행지입니다. 평균 만족도 4.5, 추천 의향 4.0.",,126.5200013,33.5115169,맛집|카페|만족도높음,캐주얼|감성,낮음,보통,높음,8,4.5,4.0,3.75,56.25,22826.979166666668
POI01000000AOGO97,제주특별자치도,서귀포시,혼인지,역사문화,제주특별자치도 서귀포시 성산읍 온평리 1693,"AI Hub 여행로그 경량 데이터에서 8회 방문된 역사문화 유형의 여행지입니다. 평균 만족도 4.4, 추천 의향 4.4.",,126.8937741,33.4151952,역사문화|전통|사진,전통|차분함,보통,보통,높음,8,4.375,4.375,3.875,56.25,27876.03869047619
